% column 1  --- T9 
% column 2  --- n + p > d + g          (PRIMAT2021 numerical inputs, the default source for reactions 2, 4, 5, etc)
% column 3  --- d + n > g + t          (PArthENoPE3.0 and Wagoner 1969)
% column 4  --- d + p > He3 + g
% column 5  --- d + d > He3 + n
% column 6  --- d + d > t + p
% column 7  --- T > He3                (PArthENoPE3.0 and Tilley et al 1987)
% column 8  --- t + p > a + g
% column 9  --- t + d > a + n
% column 10 --- t + t > n + n + a      (PRIMAT2021 and Caughlan & Fowler 1988)
% column 11 --- He3 + n > g + a        (PRIMAT2021 and Wagoner 1969)
% column 12 --- He3 + n > t + p
% column 13 --- He3 + d > a + p
% column 14 --- He3 + t > g + Li6      (PRIMAT2021 and Fukugita & Kajino 1990)
% column 15 --- He3 + t > a + d        (PRIMAT2021 and Caughlan & Fowler 1988)
% column 16 --- He3 + t > n + p + a    (PRIMAT2021 and Caughlan & Fowler 1988)
% column 17 --- He3 + He3 > a + p + p
% column 18 --- d + a > Li6 + g
% column 19 --- t + a > Li7 + g
% column 20 --- He3 + a > Be7 + g
% column 21 --- Li6 + n > Li7 + g      (PRIMAT2021 and Malaney & Fowler 1989)
% column 22 --- Li6 + n > t + a        (PRIMAT2021)
% column 23 --- Li6 + p > Be7 + g
% column 24 --- Li6 + p > He3 + a
% column 25 --- Li6 + d > Be7 + n      (PRIMAT2021 and Malaney & Fowler 1989)
% column 26 --- Li6 + d > Li7 + p      (PRIMAT2021 and Malaney & Fowler 1989)
% column 27 --- Li7 + p > a + a
% column 28 --- Li7 + p > a + a + g
% column 29 --- Li7 + d > a + a + n
% column 30 --- Be7 + n > Li7 + p
% column 31 --- Be7 + n > a + a
% column 32 --- Be7 + d > 2a + p
% 1      2           3       4           5           6           7       8           9           10      11      12          13          14      15      16      17          18         19          20          21      22      23          24          25      26      27          28          29          30          31          32
  0.011  4.3410E+04  1E-100  2.5023E-03  4.242E+01   4.314E+01   1E-100  1.391E-02   2.934E+03   1E-100  1E-100  6.5683E+08  1.092E-02   1E-100  1E-100  1E-100  1.1700E-12  1.655E-12  2.6029E-09  1.073E-17   1E-100  1E-100  8.3600E-10  2.7300E-05  1E-100  1E-100  4.6410E-07  7.9100E-09  5.1713E-08  4.4913E+09  5.0474E+05  1.1640E-11
  0.012  4.3340E+04  1E-100  3.8479E-03  6.945E+01   7.055E+01   1E-100  2.171E-02   4.998E+03   1E-100  1E-100  6.5533E+08  2.604E-02   1E-100  1E-100  1E-100  5.3400E-12  3.612E-12  6.9369E-09  5.266E-17   1E-100  1E-100  2.3300E-09  7.6100E-05  1E-100  1E-100  1.3036E-06  2.2200E-08  1.8245E-07  4.4538E+09  5.0706E+05  5.4270E-11
  0.013  4.3270E+04  1E-100  5.6506E-03  1.078E+02   1.094E+02   1E-100  3.232E-02   8.044E+03   1E-100  1E-100  6.5390E+08  5.661E-02   1E-100  1E-100  1E-100  2.0800E-11  7.142E-12  1.6648E-08  2.182E-16   1E-100  1E-100  5.8100E-09  1.9000E-04  1E-100  1E-100  3.2796E-06  5.5700E-08  5.6280E-07  4.4187E+09  5.0941E+05  2.1482E-10
  0.014  4.3200E+04  1E-100  7.9877E-03  1.602E+02   1.624E+02   1E-100  4.624E-02   1.235E+04   1E-100  1E-100  6.5252E+08  1.140E-01   1E-100  1E-100  1E-100  7.0800E-11  1.325E-11  3.6635E-08  7.859E-16   1E-100  1E-100  1.3200E-08  4.3300E-04  1E-100  1E-100  7.5316E-06  1.2800E-07  1.5533E-06  4.3856E+09  5.1178E+05  7.4254E-10
  0.015  4.3131E+04  1E-100  1.0936E-02  2.293E+02   2.322E+02   1E-100  6.399E-02   1.824E+04   1E-100  1E-100  6.5119E+08  2.151E-01   1E-100  1E-100  1E-100  2.1500E-10  2.363E-11  7.4950E-08  2.517E-15   1E-100  1E-100  2.8000E-08  9.1500E-04  1E-100  1E-100  1.6021E-05  2.7200E-07  3.9048E-06  4.3537E+09  5.1417E+05  2.2903E-09
  0.016  4.3062E+04  1E-100  1.4572E-02  3.183E+02   3.220E+02   1E-100  8.608E-02   2.604E+04   1E-100  1E-100  6.4991E+08  3.845E-01   1E-100  1E-100  1E-100  5.9500E-10  4.103E-11  1.4413E-07  7.291E-15   1E-100  1E-100  5.5400E-08  1.8100E-03  1E-100  1E-100  3.1928E-05  5.4100E-07  9.0661E-06  4.3232E+09  5.1657E+05  6.4120E-09
  0.018  4.2926E+04  1E-100  2.4198E-02  5.674E+02   5.729E+02   1E-100  1.453E-01   4.891E+04   1E-100  1E-100  6.4745E+08  1.073E+00   1E-100  1E-100  1E-100  3.5900E-09  1.157E-10  4.5757E-07  4.782E-14   1E-100  1E-100  1.8500E-07  6.0700E-03  1E-100  1E-100  1.0802E-04  1.8300E-06  4.0187E-05  4.2660E+09  5.2144E+05  3.9587E-08
  0.020  4.2792E+04  1E-100  3.7429E-02  9.321E+02   9.395E+02   1E-100  2.279E-01   8.416E+04   1E-100  1E-100  6.4514E+08  2.593E+00   1E-100  1E-100  1E-100  1.6800E-08  2.965E-10  1.2351E-06  2.413E-13   1E-100  1E-100  5.2300E-07  1.7100E-02  1E-100  1E-100  3.0811E-04  5.2000E-06  1.4465E-04  4.2129E+09  5.2637E+05  1.8958E-07
  0.025  4.2463E+04  1E-100  8.9540E-02  2.507E+03   2.516E+03   1E-100  5.595E-01   2.499E+05   1E-100  1E-100  6.3984E+08  1.515E+01   1E-100  1E-100  1E-100  3.7100E-07  2.014E-09  8.9724E-06  6.141E-12   1E-100  1E-100  4.1600E-06  1.3700E-01  1E-100  1E-100  2.5033E-03  4.2000E-05  1.8722E-03  4.0963E+09  5.3898E+05  4.3505E-06
  0.030  4.2143E+04  1E-100  1.7394E-01  5.307E+03   5.305E+03   1E-100  1.107E+00   5.743E+05   1E-100  1E-100  6.3508E+08  5.802E+01   1E-100  1E-100  1E-100  3.9100E-06  8.452E-09  4.0446E-05  7.209E-11   1E-100  1E-100  2.0100E-05  6.6100E-01  1E-100  1E-100  1.2308E-02  2.0600E-04  1.3124E-02  3.9938E+09  5.5194E+05  4.7223E-05
  0.040  4.1531E+04  1E-100  4.5731E-01  1.570E+04   1.558E+04   1E-100  2.978E+00   1.942E+06   1E-100  1E-100  6.2670E+08  4.089E+02   1E-100  1E-100  1E-100  1.1900E-04  6.594E-08  3.5851E-04  2.582E-09   1E-100  1E-100  1.9700E-04  6.5000E+00  1E-100  1E-100  1.2419E-01  2.0600E-03  2.2180E-01  3.8230E+09  5.7884E+05  1.5108E-03
  0.050  4.0953E+04  1E-100  9.0963E-01  3.373E+04   3.325E+04   1E-100  6.005E+00   4.638E+06   1E-100  1E-100  6.1941E+08  1.635E+03   1E-100  1E-100  1E-100  1.3500E-03  2.827E-07  1.6737E-03  3.258E-08   1E-100  1E-100  9.9000E-04  3.2800E+01  1E-100  1E-100  6.3762E-01  1.0500E-02  1.6416E+00  3.6820E+09  6.0688E+05  8.2400E-03
  0.060  4.0405E+04  1E-100  1.5382E+00  6.020E+04   5.900E+04   1E-100  1.024E+01   9.013E+06   1E-100  1E-100  6.1290E+08  4.703E+03   1E-100  1E-100  1E-100  8.5000E-03  8.598E-07  5.3804E-03  2.238E-07   1E-100  1E-100  3.3700E-03  1.1200E+02  1E-100  1E-100  2.2089E+00  3.6200E-02  7.5094E+00  3.5619E+09  6.3593E+05  5.3600E-02
  0.070  3.9886E+04  1E-100  2.3425E+00  9.539E+04   9.298E+04   1E-100  1.569E+01   1.527E+07   1E-100  1E-100  6.0700E+08  1.093E+04   1E-100  1E-100  1E-100  3.6800E-02  2.094E-06  1.3597E-02  1.038E-06   1E-100  1E-100  8.9000E-03  2.9600E+02  1E-100  1E-100  5.9354E+00  9.6700E-02  2.5178E+01  3.4570E+09  6.6592E+05  2.3800E-01
  0.080  3.9391E+04  1E-100  3.3175E+00  1.392E+05   1.350E+05   1E-100  2.231E+01   2.348E+07   1E-100  1E-100  6.0157E+08  2.194E+04   1E-100  1E-100  1E-100  1.2300E-01  4.372E-06  2.9091E-02  3.666E-06   1E-100  1E-100  1.9800E-02  6.5900E+02  1E-100  1E-100  1.3378E+01  2.1700E-01  6.8080E+01  3.3622E+09  6.9676E+05  8.1400E-01
  0.090  3.8921E+04  1E-100  4.4565E+00  1.914E+05   1.847E+05   1E-100  3.005E+01   3.356E+07   1E-100  1E-100  5.9654E+08  3.956E+04   1E-100  1E-100  1E-100  3.4100E-01  8.156E-06  5.5148E-02  1.062E-05   1E-100  1E-100  3.8700E-02  1.2900E+03  1E-100  1E-100  2.6533E+01  4.2800E-01  1.5741E+02  3.2776E+09  7.2841E+05  2.2900E+00
  0.100  3.8472E+04  1E-100  5.7518E+00  2.516E+05   2.418E+05   1E-100  3.886E+01   4.536E+07   1E-100  1E-100  5.9185E+08  6.578E+04   1E-100  1E-100  1E-100  8.2000E-01  1.397E-05  9.5411E-02  2.648E-05   1E-100  1E-100  6.8900E-02  2.3000E+03  1E-100  1E-100  4.7775E+01  7.6700E-01  3.2333E+02  3.1999E+09  7.6082E+05  5.6000E+00
  0.110  3.8044E+04  1E-100  7.1954E+00  3.194E+05   3.056E+05   1E-100  4.868E+01   5.866E+07   1E-100  1E-100  5.8745E+08  1.027E+05   1E-100  1E-100  1E-100  1.7700E+00  2.240E-05  1.5374E-01  5.876E-05   1E-100  1E-100  1.1400E-01  3.7900E+03  1E-100  1E-100  7.9783E+01  1.2800E+00  6.0566E+02  3.1283E+09  7.9394E+05  1.2200E+01
  0.120  3.7635E+04  1E-100  8.7795E+00  3.943E+05   3.758E+05   1E-100  5.945E+01   7.320E+07   1E-100  1E-100  5.8331E+08  1.526E+05   1E-100  1E-100  1E-100  3.4800E+00  3.406E-05  2.3404E-01  1.187E-04   1E-100  1E-100  1.7700E-01  5.8900E+03  1E-100  1E-100  1.2546E+02  2.0000E+00  1.0541E+03  3.0629E+09  8.2775E+05  2.4300E+01
  0.130  3.7243E+04  1E-100  1.0497E+01  4.759E+05   4.518E+05   1E-100  7.113E+01   8.873E+07   1E-100  1E-100  5.7938E+08  2.176E+05   1E-100  1E-100  1E-100  6.3900E+00  4.959E-05  3.4027E-01  2.224E-04   1E-100  1E-100  2.6300E-01  8.7200E+03  1E-100  1E-100  1.8790E+02  2.9900E+00  1.7280E+03  3.0015E+09  8.6222E+05  4.5000E+01
  0.140  3.6868E+04  1E-100  1.2340E+01  5.638E+05   5.334E+05   1E-100  8.367E+01   1.050E+08   1E-100  1E-100  5.7567E+08  3.000E+05   1E-100  1E-100  1E-100  1.1100E+01  6.967E-05  4.7618E-01  3.913E-04   1E-100  1E-100  3.7400E-01  1.2400E+04  1E-100  1E-100  2.7026E+02  4.2800E+00  2.6958E+03  2.9443E+09  8.9732E+05  7.8300E+01
  0.150  3.6508E+04  1E-100  1.4302E+01  6.575E+05   6.199E+05   1E-100  9.701E+01   1.218E+08   1E-100  1E-100  5.7213E+08  4.019E+05   1E-100  1E-100  1E-100  1.8200E+01  9.495E-05  6.4542E-01  6.530E-04   1E-100  1E-100  5.1600E-01  1.7000E+04  1E-100  1E-100  3.7575E+02  5.9300E+00  4.0346E+03  2.8906E+09  9.3303E+05  1.2973E+02
  0.160  3.6162E+04  1E-100  1.6378E+01  7.568E+05   7.111E+05   1E-100  1.111E+02   1.388E+08   1E-100  1E-100  5.6875E+08  5.255E+05   1E-100  1E-100  1E-100  2.8600E+01  1.261E-04  8.5141E-01  1.042E-03   1E-100  1E-100  6.9100E-01  2.2700E+04  1E-100  1E-100  5.0757E+02  7.9900E+00  5.8289E+03  2.8399E+09  9.6932E+05  2.0600E+02
  0.180  3.5511E+04  1E-100  2.0846E+01  9.702E+05   9.061E+05   1E-100  1.415E+02   1.732E+08   1E-100  1E-100  5.6244E+08  8.462E+05   1E-100  1E-100  1E-100  6.3700E+01  2.090E-04  1.3861E+00  2.376E-03   1E-100  1E-100  1.1600E+00  3.7700E+04  1E-100  1E-100  8.6285E+02  1.3500E+01  1.1155E+04  2.7473E+09  1.0436E+06  4.6500E+02
  0.200  3.4908E+04  1E-100  2.5703E+01  1.201E+06   1.116E+06   1E-100  1.746E+02   2.069E+08   1E-100  1E-100  5.5664E+08  1.278E+06   1E-100  1E-100  1E-100  1.2600E+02  3.237E-04  2.1023E+00  4.818E-03   1E-100  1E-100  1.8000E+00  5.8200E+04  1E-100  1E-100  1.3604E+03  2.1200E+01  1.9467E+04  2.6628E+09  1.1200E+06  9.4200E+02
  0.250  3.3579E+04  1E-100  3.9323E+01  1.843E+06   1.691E+06   1E-100  2.674E+02   2.843E+08   1E-100  1E-100  5.4397E+08  2.926E+06   1E-100  1E-100  1E-100  4.9000E+02  7.846E-04  4.7953E+00  1.968E-02   1E-100  1E-100  4.3000E+00  1.3700E+05  1E-100  1E-100  3.3697E+03  5.2500E+01  5.8999E+04  2.4861E+09  1.3198E+06  3.9581E+03
  0.300  3.2458E+04  1E-100  5.4721E+01  2.555E+06   2.321E+06   1E-100  3.726E+02   3.483E+08   1E-100  1E-100  5.3338E+08  5.493E+06   1E-100  1E-100  1E-100  1.3500E+03  1.557E-03  8.9017E+00  5.698E-02   1E-100  1E-100  8.3000E+00  2.6200E+05  1E-100  1E-100  6.6955E+03  1.0800E+02  1.3649E+05  2.3429E+09  1.5309E+06  1.2300E+04
  0.350  3.1502E+04  1E-100  7.1583E+01  3.318E+06   2.988E+06   1E-100  4.885E+02   3.988E+08   1E-100  1E-100  5.2443E+08  9.021E+06   1E-100  1E-100  1E-100  3.0000E+03  2.715E-03  1.4480E+01  1.322E-01   1E-100  1E-100  1.3900E+01  4.3700E+05  1E-100  1E-100  1.1543E+04  2.0300E+02  2.6536E+05  2.2252E+09  1.7524E+06  3.1300E+04
  0.400  3.0681E+04  1E-100  8.9676E+01  4.118E+06   3.681E+06   1E-100  6.135E+02   4.375E+08   1E-100  1E-100  5.1684E+08  1.345E+07   1E-100  1E-100  1E-100  5.7600E+03  4.325E-03  2.1509E+01  2.631E-01   1E-100  1E-100  2.1200E+01  6.6200E+05  1E-100  1E-100  1.8043E+04  3.7600E+02  4.5753E+05  2.1267E+09  1.9835E+06  6.9000E+04
  0.450  2.9969E+04  1E-100  1.0882E+02  4.944E+06   4.391E+06   1E-100  7.468E+02   4.663E+08   1E-100  1E-100  5.1039E+08  1.865E+07   1E-100  1E-100  1E-100  9.9600E+03  6.453E-03  2.9922E+01  4.687E-01   1E-100  1E-100  3.0200E+01  9.3800E+05  1E-100  1E-100  2.6266E+04  6.8200E+02  7.2303E+05  2.0426E+09  2.2237E+06  1.3500E+05
  0.500  2.9351E+04  1E-100  1.2888E+02  5.788E+06   5.113E+06   1E-100  8.873E+02   4.873E+08   1E-100  1E-100  5.0493E+08  2.448E+07   1E-100  1E-100  1E-100  1.5900E+04  9.169E-03  3.9625E+01  7.677E-01   1E-100  1E-100  4.0800E+01  1.2600E+06  1E-100  1E-100  3.6240E+04  1.1800E+03  1.0699E+06  1.9711E+09  2.4723E+06  2.3900E+05
  0.600  2.8338E+04  1E-100  1.7134E+02  7.510E+06   6.573E+06   1E-100  1.188E+03   5.119E+08   1E-100  1E-100  4.9648E+08  3.735E+07   1E-100  1E-100  1E-100  3.4300E+04  1.674E-02  6.2478E+01  1.717E+00   1E-100  1E-100  6.6400E+01  2.0400E+06  1E-100  1E-100  6.1398E+04  3.0100E+03  2.0310E+06  1.8570E+09  2.9932E+06  5.9500E+05
  0.700  2.7560E+04  1E-100  2.1638E+02  9.251E+06   8.036E+06   1E-100  1.512E+03   5.210E+08   1E-100  1E-100  4.9069E+08  5.086E+07   1E-100  1E-100  1E-100  6.2800E+04  2.813E-02  8.9225E+01  3.239E+00   1E-100  1E-100  9.7300E+01  2.9800E+06  1E-100  1E-100  9.3252E+04  6.1300E+03  3.3728E+06  1.7711E+09  3.5436E+06  1.1900E+06
  0.800  2.6962E+04  1E-100  2.6354E+02  1.099E+07   9.489E+06   1E-100  1.857E+03   5.206E+08   1E-100  1E-100  4.8694E+08  6.413E+07   1E-100  1E-100  1E-100  1.0300E+05  4.502E-02  1.1910E+02  5.435E+00   1E-100  1E-100  1.3300E+02  4.0500E+06  1E-100  1E-100  1.3137E+05  1.0500E+04  5.1080E+06  1.7055E+09  4.1211E+06  2.0400E+06
  0.900  2.6504E+04  1E-100  3.1249E+02  1.271E+07   1.092E+07   1E-100  2.220E+03   5.145E+08   1E-100  1E-100  4.8480E+08  7.662E+07   1E-100  1E-100  1E-100  1.5600E+05  6.944E-02  1.5145E+02  8.380E+00   1E-100  1E-100  1.7100E+02  5.2300E+06  1E-100  1E-100  1.7525E+05  1.5800E+04  7.2361E+06  1.6533E+09  4.7241E+06  3.1700E+06
  1.000  2.6158E+04  1E-100  3.6297E+02  1.440E+07   1.233E+07   1E-100  2.599E+03   5.051E+08   1E-100  1E-100  4.8390E+08  8.799E+07   1E-100  1E-100  1E-100  2.2300E+05  1.033E-01  1.8576E+02  1.213E+01   1E-100  1E-100  2.1300E+02  6.4900E+06  1E-100  1E-100  2.2441E+05  2.1800E+04  9.7471E+06  1.6115E+09  5.3510E+06  4.5800E+06
  1.250  2.5657E+04  1E-100  4.9461E+02  1.850E+07   1.572E+07   1E-100  3.615E+03   4.628E+08   1E-100  1E-100  4.8553E+08  1.097E+08   1E-100  1E-100  1E-100  4.5000E+05  2.359E-01  2.7755E+02  2.519E+01   1E-100  1E-100  3.2500E+02  9.9100E+06  1E-100  1E-100  3.6746E+05  3.7600E+04  1.7583E+07  1.5309E+09  7.0156E+06  9.4785E+06
  1.500  2.5517E+04  1E-100  6.3228E+02  2.236E+07   1.893E+07   1E-100  4.713E+03   4.332E+08   1E-100  1E-100  4.9078E+08  1.269E+08   1E-100  1E-100  1E-100  7.6400E+05  4.350E-01  3.7472E+02  4.360E+01   1E-100  1E-100  4.4200E+02  1.3600E+07  1E-100  1E-100  5.3473E+05  5.2100E+04  2.7365E+07  1.4740E+09  8.8075E+06  1.6362E+07
  1.750  2.5615E+04  1E-100  7.7441E+02  2.599E+07   2.194E+07   1E-100  5.884E+03   4.055E+08   1E-100  1E-100  4.9826E+08  1.389E+08   1E-100  1E-100  1E-100  1.1600E+06  6.839E-01  4.7494E+02  6.717E+01   1E-100  1E-100  5.6200E+02  1.7400E+07  1E-100  1E-100  7.2207E+05  6.4100E+04  3.8733E+07  1.4253E+09  1.0716E+07  2.5050E+07
  2.000  2.5873E+04  1E-100  9.1982E+02  2.938E+07   2.477E+07   1E-100  7.120E+03   3.806E+08   1E-100  1E-100  5.0716E+08  1.471E+08   1E-100  1E-100  1E-100  1.6500E+06  9.623E-01  5.7704E+02  9.539E+01   1E-100  1E-100  6.8100E+02  2.1300E+07  1E-100  1E-100  9.2703E+05  7.3400E+04  5.1358E+07  1.3813E+09  1.2731E+07  3.5400E+07
  2.500  2.6696E+04  1E-100  1.2168E+03  3.546E+07   2.976E+07   1E-100  9.763E+03   3.389E+08   1E-100  1E-100  5.2740E+08  1.562E+08   1E-100  1E-100  1E-100  2.8400E+06  1.549E+00  7.8536E+02  1.705E+02   1E-100  1E-100  9.1200E+02  2.9600E+07  1E-100  1E-100  1.3875E+06  8.5600E+04  7.9326E+07  1.3022E+09  1.7058E+07  5.9398E+07
  3.000  2.7756E+04  1E-100  1.5173E+03  4.093E+07   3.440E+07   1E-100  1.261E+04   3.062E+08   1E-100  1E-100  5.4903E+08  1.595E+08   1E-100  1E-100  1E-100  4.3200E+06  2.132E+00  9.9960E+02  2.585E+02   1E-100  1E-100  1.1300E+03  3.8400E+07  1E-100  1E-100  1.9272E+06  9.2000E+04  1.0961E+08  1.2327E+09  2.1745E+07  8.5800E+07
  3.500  2.8937E+04  1E-100  1.8164E+03  4.585E+07   3.863E+07   1E-100  1.562E+04   2.803E+08   1E-100  1E-100  5.7064E+08  1.599E+08   1E-100  1E-100  1E-100  6.0400E+06  2.705E+00  1.2221E+03  3.602E+02   1E-100  1E-100  1.3400E+03  4.7600E+07  1E-100  1E-100  2.5848E+06  9.5100E+04  1.4112E+08  1.1716E+09  2.6761E+07  1.1200E+08
  4.000  3.0176E+04  1E-100  2.1104E+03  5.031E+07   4.251E+07   1E-100  1.879E+04   2.593E+08   1E-100  1E-100  5.9142E+08  1.587E+08   1E-100  1E-100  1E-100  7.9600E+06  3.280E+00  1.4560E+03  4.742E+02   1E-100  1E-100  1.5500E+03  5.6800E+07  1E-100  1E-100  3.3963E+06  9.6400E+04  1.7314E+08  1.1183E+09  3.2081E+07  1.3700E+08
  5.000  3.2699E+04  1E-100  2.6687E+03  5.816E+07   4.946E+07   1E-100  2.553E+04   2.275E+08   1E-100  1E-100  6.2883E+08  1.543E+08   1E-100  1E-100  1E-100  1.2300E+07  4.476E+00  1.9733E+03  7.351E+02   1E-100  1E-100  1.9400E+03  7.4800E+07  1E-100  1E-100  5.3802E+06  9.6700E+04  2.3689E+08  1.0310E+09  4.3557E+07  1.8200E+08
  6.000  3.5177E+04  1E-100  3.1679E+03  6.488E+07   5.552E+07   1E-100  3.274E+04   2.043E+08   1E-100  1E-100  6.5977E+08  1.492E+08   1E-100  1E-100  1E-100  1.7100E+07  5.754E+00  2.5848E+03  1.035E+03   1E-100  1E-100  2.3300E+03  9.0900E+07  1E-100  1E-100  7.6689E+06  9.6100E+04  2.9861E+08  9.6385E+08  5.6053E+07  2.1600E+08
